source	target
SAMD11	LINC02593
SAMD11	237
LINC02593	237
237	SAMD11
237	LINC02593
CPLANE2	HSPB7
CPLANE2	CLCNKA
HSPB7	CLCNKA
FAM131C2P	CLCNKB
FAM131C2P	HSPB7
FAM131C2P	CLCNKA
CLCNKB	HSPB7
CLCNKB	CLCNKA
3464	FAM131C
DDI2	3464
FAM131C	3464
HSPB7	CPLANE2
CLCNKA	CPLANE2
SMPDL3B	RPA2
RPA2	SMPDL3B
NKAIN1	FABP3
TFAP2E	7847
CLIP3	MAP7D1
CLIP3	TRAPPC3
MAP7D1	TRAPPC3
9034	ZFP69
FNBP1L	MTF2
COA6	COA6-AS1
COA6	CCDC18
COA6	TMED5
COA6-AS1	CCDC18
COA6-AS1	TMED5
CCDC18	TMED5
FNBP1L	CCDC18
FNBP1L	TMED5
FNBP1L	BCAR3-AS1
FNBP1L	BCAR3
BCAR3-AS1	BCAR3
FNBP1L	MIR760
BCAR3	MIR760
FNBP1L	DNTTIP2
SORT1	CELSR2
ATXN7L2	CELSR2
PSMA5	CELSR2
GNAI3	CELSR2
SYPL2	CELSR2
CELSR2	ATXN7L2
GSTM4	GPR61
GSTM4	GNAI3
EPS8L3	GSTM4
GPR61	GSTM4
GSTM4	GSTM3
GSTM4	EPS8L3
GSTM4	CSF1
RHOC	PPM1J
RHOC	PPM1J-DT
RHOC	CTTNBP2NL
PPM1J	PPM1J-DT
PPM1J	CTTNBP2NL
PPM1J-DT	CTTNBP2NL
MOV10	CTTNBP2NL
ST7L	CTTNBP2NL
RNU7-70P	CTTNBP2NL
LRIG2	LRIG2-DT
LRIG2	CTTNBP2NL
LRIG2-DT	CTTNBP2NL
WNT2B	CTTNBP2NL
CTTNBP2NL	WNT2B
CTTNBP2NL	ST7L
CTTNBP2NL	RHOC
CTTNBP2NL	PPM1J
CTTNBP2NL	PPM1J-DT
CIART	MRPS21
CIART	CA14
MRPS21	CA14
APH1A	C1orf54
APH1A	CA14
C1orf54	CA14
TARS2	CA14
CIART	APH1A
CIART	C1orf54
MRPS21	APH1A
MRPS21	C1orf54
APH1A	CIART
APH1A	MRPS21
C1orf54	CIART
C1orf54	MRPS21
CA14	CIART
CA14	MRPS21
36314	CIART
36314	MRPS21
TARS2	CIART
TARS2	MRPS21
GABPB2	CDC42SE1
GABPB2	PSMD4
CDC42SE1	PSMD4
SNAPIN	CHTOP
SNAPIN	S100A1
SNAPIN	S100A13
CHTOP	S100A1
CHTOP	S100A13
S100A1	S100A13
SNAPIN	37167
MIR6737	CRTC2
MIR6737	SNAPIN
CRTC2	SNAPIN
SLC20A1	SLC20A1-DT
SLC20A1	SNAPIN
SLC20A1-DT	SNAPIN
37167	SNAPIN
CHTOP	SNAPIN
S100A1	SNAPIN
S100A13	SNAPIN
MIR6737	NPR1
CRTC2	NPR1
MIR6737	37180
CRTC2	37180
SNAPIN	37180
MIR6737	SLC27A3
MIR6737	INTS3
CRTC2	SLC27A3
CRTC2	INTS3
SLC27A3	INTS3
MIR6737	GATAD2B
CRTC2	GATAD2B
MIR6737	DENND4B
CRTC2	DENND4B
RPS27	RAB13
RPS27	MIR6737
RPS27	CRTC2
RAB13	MIR6737
RAB13	CRTC2
SLC27A3	MIR6737
SLC27A3	CRTC2
INTS3	MIR6737
INTS3	CRTC2
CREB3L4	SLC39A1
CREB3L4	MIR6737
CREB3L4	CRTC2
SLC39A1	MIR6737
SLC39A1	CRTC2
NPR1	MIR6737
NPR1	CRTC2
SNAPIN	MIR6737
SNAPIN	CRTC2
DENND4B	MIR6737
DENND4B	CRTC2
GATAD2B	MIR6737
GATAD2B	CRTC2
MIR6737	CREB3L4
MIR6737	SLC39A1
CRTC2	CREB3L4
CRTC2	SLC39A1
SNAPIN	CREB3L4
SNAPIN	SLC39A1
MIR6737	JTB
MIR6737	JTB-DT
CRTC2	JTB
CRTC2	JTB-DT
JTB	CREB3L4
JTB	JTB-DT
CREB3L4	JTB-DT
SNAPIN	RPS27
SNAPIN	RAB13
KRTCAP2	TRIM46
KRTCAP2	EFNA4
TRIM46	EFNA4
KRTCAP2	SLC50A1
TRIM46	SLC50A1
DPM3	HMGN2P18
DPM3	KRTCAP2
DPM3	TRIM46
HMGN2P18	KRTCAP2
HMGN2P18	TRIM46
LRRC71	PEAR1
LRRC71	METTL25B
LRRC71	ISG20L2
PEAR1	METTL25B
PEAR1	ISG20L2
METTL25B	ISG20L2
ARHGEF11	LRRC71
ARHGEF11	PEAR1
METTL25B	LRRC71
METTL25B	PEAR1
ISG20L2	LRRC71
ISG20L2	PEAR1
NTRK1	SH2D2A
NTRK1	LRRC71
NTRK1	PEAR1
SH2D2A	LRRC71
SH2D2A	PEAR1
PEAR1	LRRC71
CFAP126	PPOX
CFAP126	B4GALT3
PPOX	B4GALT3
CFAP126	NDUFS2
CFAP126	ADAMTS4
NDUFS2	ADAMTS4
CFAP126	FCER1G
FCER1G	NDUFS2
CFAP126	APOA2
CFAP126	NR1I3
CFAP126	TOMM40L
CFAP126	MIR5187
NR1I3	TOMM40L
NR1I3	MIR5187
TOMM40L	MIR5187
CFAP126	MPZ
CFAP126	SDHC
NR1I3	CFAP126
TOMM40L	CFAP126
MIR5187	CFAP126
NDUFS2	CFAP126
ADAMTS4	CFAP126
FCER1G	CFAP126
APOA2	CFAP126
PPOX	CFAP126
B4GALT3	CFAP126
DHX9	DHX9-AS1
DHX9	TEDDM1
DHX9-AS1	TEDDM1
ZNF648	TEDDM1
MIXL1	RGS8
RNU6-960P	MIXL1
RGS8	MIXL1
MIXL1	58807
MIXL1	LIN9
COA6	COG2
COA6-AS1	COG2
CCDC18	COA6
CCDC18	COA6-AS1
TMED5	COA6
TMED5	COA6-AS1
COA6	TBCE
COA6	ARID4B
COA6	GGPS1
COA6-AS1	TBCE
COA6-AS1	ARID4B
COA6-AS1	GGPS1
TBCE	ARID4B
TBCE	GGPS1
ARID4B	GGPS1
94136	RNU6-535P
COMMD3	COMMD3-BMI1
COMMD3	MIR1915HG
COMMD3	MIR1915
COMMD3-BMI1	MIR1915HG
COMMD3-BMI1	MIR1915
MIR1915HG	MIR1915
MIR1915HG	COMMD3
MIR1915HG	COMMD3-BMI1
MIR1915	COMMD3
MIR1915	COMMD3-BMI1
DNAJB12	86361
CDC42EP1	PLAU
PRXL2A	TSPAN14
RPS15	DAZAP1
RPS15	MARVELD1
DAZAP1	MARVELD1
RNH1	SCGB1C1
RNH1	ODF3
SCGB1C1	ODF3
RNH1	RIC8A
RNH1	BET1L
RNH1	MIR6743
RIC8A	BET1L
RIC8A	MIR6743
BET1L	MIR6743
SCGB1C1	RNH1
ODF3	RNH1
MIR483	IFITM10
TNNT3	LINC01150
TNNT3	LSP1
TNNT3	MIR7847
TNNT3	PRR33
LINC01150	LSP1
LINC01150	MIR7847
LINC01150	PRR33
LSP1	MIR7847
LSP1	PRR33
MIR7847	PRR33
MRPL23	TNNT3
LINC01150	TNNT3
LSP1	TNNT3
MIR7847	TNNT3
PRR33	TNNT3
TSSC4	IGF2
TSSC4	INS
TSSC4	INS-IGF2
IGF2	INS
IGF2	INS-IGF2
INS	INS-IGF2
TSSC4	TH
TSSC4	MIR4686
TH	MIR4686
TH	TSSC4
MIR4686	TSSC4
CDKN1C	SLC22A18AS
CDKN1C	TSSC4
SLC22A18AS	TSSC4
OR52N4	104804
104804	104857
104804	OR52N4
104804	OR52E4
DKK3	106888
MICAL2	106888
113298	113269
113269	113298
RN7SL605P	TIMM10
RN7SL605P	TNKS1BP1
TIMM10	TNKS1BP1
RN7SL605P	120687
TIMM10	120687
RN7SL605P	120688
TIMM10	120688
RN7SL605P	SSRP1
RN7SL605P	P2RX3
TIMM10	SSRP1
TIMM10	P2RX3
SSRP1	P2RX3
RN7SL605P	SLC43A3
TIMM10	SLC43A3
RN7SL605P	RTN4RL2
RN7SL605P	RN7SKP259
TIMM10	RTN4RL2
TIMM10	RN7SKP259
RTN4RL2	RN7SKP259
RN7SL605P	SLC43A1
TIMM10	SLC43A1
MED19	TMX2
MED19	RN7SL605P
MED19	TIMM10
TMX2	RN7SL605P
TMX2	TIMM10
CLP1	YPEL4
CLP1	MIR130AHG
CLP1	RN7SL605P
CLP1	TIMM10
YPEL4	MIR130AHG
YPEL4	RN7SL605P
YPEL4	TIMM10
MIR130AHG	RN7SL605P
MIR130AHG	TIMM10
SLC43A3	RN7SL605P
SLC43A3	TIMM10
ZDHHC5	RN7SL605P
ZDHHC5	TIMM10
120687	RN7SL605P
120687	TIMM10
RTN4RL2	RN7SL605P
RTN4RL2	TIMM10
RN7SKP259	RN7SL605P
RN7SKP259	TIMM10
SSRP1	RN7SL605P
SSRP1	TIMM10
P2RX3	RN7SL605P
P2RX3	TIMM10
SMTNL1	RN7SL605P
SMTNL1	TIMM10
MIR130A	RN7SL605P
MIR130A	TIMM10
TNKS1BP1	RN7SL605P
TNKS1BP1	TIMM10
120723	RN7SL605P
120723	TIMM10
PRG3	RN7SL605P
PRG3	TIMM10
120788	RN7SL605P
120788	TIMM10
120688	RN7SL605P
120688	TIMM10
RN7SL605P	SERPING1
TIMM10	SERPING1
RN7SL605P	MIR130A
TIMM10	MIR130A
RN7SL605P	CLP1
RN7SL605P	YPEL4
RN7SL605P	MIR130AHG
TIMM10	CLP1
TIMM10	YPEL4
TIMM10	MIR130AHG
RN7SL605P	ZDHHC5
TIMM10	ZDHHC5
RN7SL605P	MED19
RN7SL605P	TMX2
TIMM10	MED19
TIMM10	TMX2
RN7SL605P	120788
TIMM10	120788
NRXN2	MIR1237
NRXN2	SLC22A11
SLC22A11	NRXN2
MIR1237	NRXN2
NAALADL1	NRXN2
POLA2	TM7SF2
POLA2	VPS51
TM7SF2	VPS51
SCYL1	POLA2
TM7SF2	POLA2
VPS51	POLA2
VPS51	TMEM262
VPS51	ZFPL1
TMEM262	ZFPL1
TMEM262	POLA2
ZFPL1	POLA2
CDC42EP2	POLA2
POLA2	DPF2
POLA2	TIGD3
KCTD14	INTS4
KCTD14	125423
125423	KCTD14
125427	125430
125533	KCTD14
KCTD14	125436
KCTD14	125533
NARS2	125533
SIK3	APOA1-AS
SIK3	APOC3
SIK3	APOA4
APOA1-AS	APOC3
APOA1-AS	APOA4
APOC3	APOA4
APOA1-AS	SIK3
APOC3	SIK3
APOA4	SIK3
APOA1-AS	PAFAH1B2
APOC3	PAFAH1B2
APOA4	PAFAH1B2
FXYD6	FXYD6-FXYD2
FXYD6	FXYD2
FXYD6	FXYD6-AS1
FXYD6-FXYD2	FXYD2
FXYD6-FXYD2	FXYD6-AS1
FXYD2	FXYD6-AS1
SNORD14D	HSPA8
SNORD14D	FXYD6
SNORD14D	FXYD6-FXYD2
HSPA8	FXYD6
HSPA8	FXYD6-FXYD2
FXYD6	TMPRSS13
FXYD6-FXYD2	TMPRSS13
FXYD6	SNORD14D
FXYD6	HSPA8
FXYD6-FXYD2	SNORD14D
FXYD6-FXYD2	HSPA8
OR8A1	OR8X1P
OR8A1	OR8B3
OR8X1P	OR8B3
OR8X1P	139860
OR8B3	139860
OR8X1P	OR8A1
OR8B3	OR8A1
139949	HEPACAM
SNX19	ADAMTS8
LINC02551	ADAMTS8
ADAMTS8	LINC02551
ADAMTS8	SNX19
ITFG2	TEX52
ITFG2	RHNO1
ITFG2	FOXM1
ITFG2	TULP3
TEX52	RHNO1
TEX52	FOXM1
TEX52	TULP3
RHNO1	FOXM1
RHNO1	TULP3
FOXM1	TULP3
EMP1	MIR614
EMP1	146616
EMP1	HTR7P1
EMP1	HEBP1
HTR7P1	HEBP1
EMP1	GSG1
HTR7P1	EMP1
HEBP1	EMP1
GSG1	EMP1
146616	EMP1
KRT79	KRT78
KRT79	KRT75
KRT78	KRT75
KRT79	KRT4
KRT78	KRT4
PFDN5	ITGB7
PFDN5	RARG
PFDN5	MFSD5
TARBP2	NPFF
TARBP2	PFDN5
NPFF	PFDN5
CSAD	ZNF740
CSAD	PFDN5
ZNF740	PFDN5
MAP3K12	PFDN5
RARG	PFDN5
AMHR2	PFDN5
SPRYD3	PFDN5
AAAS	PFDN5
MFSD5	PFDN5
ITGB7	PFDN5
PFDN5	AAAS
PFDN5	SP7
PFDN5	AMHR2
PFDN5	MAP3K12
PFDN5	TARBP2
PFDN5	NPFF
RNU6-950P	SCAT2
RNU6-950P	NFE2
RNU6-950P	COPZ1
NFE2	COPZ1
HNRNPA1	CBX5
HNRNPA1	RNU6-950P
CBX5	RNU6-950P
NFE2	RNU6-950P
COPZ1	RNU6-950P
SCAT2	RNU6-950P
MIR148B	RNU6-950P
OS9	SLC26A10
OS9	DTX3
OS9	ARHGEF25
OS9	PIP4K2C
SLC26A10	DTX3
SLC26A10	ARHGEF25
SLC26A10	PIP4K2C
DTX3	ARHGEF25
DTX3	PIP4K2C
ARHGEF25	PIP4K2C
B4GALNT1	SLC26A10
B4GALNT1	DTX3
B4GALNT1	ARHGEF25
B4GALNT1	PIP4K2C
AGAP2	SLC26A10
AGAP2	DTX3
AGAP2	ARHGEF25
AGAP2	PIP4K2C
161463	SLC26A10
161463	DTX3
161463	ARHGEF25
161463	PIP4K2C
SLC26A10	B4GALNT1
DTX3	B4GALNT1
ARHGEF25	B4GALNT1
PIP4K2C	B4GALNT1
CDK17	LTA4H
ELK3	LTA4H
CFAP54	LTA4H
LTA4H	ELK3
LTA4H	CDK17
LTA4H	CFAP54
177949	RNU7-169P
RNU7-169P	177949
RN7SL491P	VPS33A
FZD10-AS1	FZD10
FZD10-AS1	PIWIL1
FZD10	PIWIL1
CCNA1	189656
DDX27	ALG5
DDX27	EXOSC8
ALG5	EXOSC8
DGKH	RNU6-74P
DGKH	VWA8
DGKH	VWA8-AS1
VWA8	VWA8-AS1
RNU6-66P	201156
SOX1-OT	SOX1
SOX1-OT	213177
SOX1	213177
213177	SOX1-OT
213177	SOX1
OR10G1P	UBE2NP1
OR10G1P	214857
UBE2NP1	214857
CHD8	SNORD8
CHD8	SNORD9
CHD8	HNRNPC
SNORD8	SNORD9
SNORD8	HNRNPC
SNORD9	HNRNPC
SUPT16H	HNRNPC
HNRNPC	SUPT16H
HNRNPC	CHD8
HNRNPC	SNORD8
HNRNPC	SNORD9
HNRNPC	METTL3
OR10G1P	SALL2
UBE2NP1	SALL2
OR10G1P	OR10G2
UBE2NP1	OR10G2
OR10G1P	214972
UBE2NP1	214972
AJUBA	AJUBA-DT
AJUBA	LINC02332
AJUBA-DT	LINC02332
CDH24	ACIN1
CDH24	AJUBA
CDH24	AJUBA-DT
ACIN1	AJUBA
ACIN1	AJUBA-DT
LINC02332	AJUBA
LINC02332	AJUBA-DT
MIR4707	HAUS4
MIR4707	AJUBA
MIR4707	AJUBA-DT
HAUS4	AJUBA
HAUS4	AJUBA-DT
AJUBA	CDH24
AJUBA	ACIN1
AJUBA-DT	CDH24
AJUBA-DT	ACIN1
AJUBA	C14orf119
AJUBA-DT	C14orf119
ACIN1	C14orf119
PABPN1	BCL2L2
PABPN1	BCL2L2-PABPN1
BCL2L2	BCL2L2-PABPN1
RNU6-398P	SIX4
ESRRB	GPATCH2L
SCARNA13	GLRX5
SCARNA13	SYNE3
GLRX5	SYNE3
CYP46A1	EML1
RNU1-47P	EML1
EML1	RNU1-47P
DIO3OS	DIO3
DIO3OS	MIR1247
DIO3OS	MEG8
DIO3OS	RTL1
DIO3	MIR1247
DIO3	MEG8
DIO3	RTL1
MIR1247	MEG8
MIR1247	RTL1
MEG8	RTL1
SNORD114-29	SNORD114-30
SNORD114-29	MEG8
SNORD114-29	RTL1
SNORD114-30	MEG8
SNORD114-30	RTL1
238820	MEG8
238820	RTL1
MEG8	MIR495
MEG8	DIO3OS
MEG8	DIO3
MEG8	MIR1247
RTL1	DIO3OS
RTL1	DIO3
RTL1	MIR1247
MEG8	238820
RTL1	238820
BMF	SRP14-DT
BMF	SRP14
SRP14-DT	SRP14
BUB1B	BMF
SRP14-DT	BMF
SRP14	BMF
BMF	BUB1B
BMF	PAK6
BUB1B	PAK6
PARP16	RNU5A-1
PARP16	SNORA24B
PARP16	CLPX
RNU5A-1	SNORA24B
RNU5A-1	CLPX
SNORA24B	CLPX
PDCD7	RNU5B-1
PDCD7	PARP16
RNU5B-1	PARP16
ISLR2	CCDC33
MIEF1	CCDC33
FAM219B	MIR6882
FAM219B	ULK3
FAM219B	CPLX3
MIR6882	ULK3
MIR6882	CPLX3
ULK3	CPLX3
FAM219B	SCAMP2
ULK3	SCAMP2
MSLN	MSLNL
MSLN	MIR662
MSLN	METRN
MSLNL	MIR662
MSLNL	METRN
MIR662	METRN
CASKIN1	MLST8
CASKIN1	TRAF7
CASKIN1	SLC9A3R2
CASKIN1	RN7SL219P
CASKIN1	ZNF598
CASKIN1	NPW
MLST8	TRAF7
MLST8	SLC9A3R2
MLST8	RN7SL219P
MLST8	ZNF598
MLST8	NPW
TRAF7	SLC9A3R2
TRAF7	RN7SL219P
TRAF7	ZNF598
TRAF7	NPW
SLC9A3R2	RN7SL219P
SLC9A3R2	ZNF598
SLC9A3R2	NPW
RN7SL219P	ZNF598
RN7SL219P	NPW
ZNF598	NPW
PKD1	MIR3180-5
PKD1	SLC9A3R2
PKD1	RN7SL219P
PKD1	ZNF598
PKD1	NPW
MIR3180-5	SLC9A3R2
MIR3180-5	RN7SL219P
MIR3180-5	ZNF598
MIR3180-5	NPW
SNORD60	RAB26
SNORD60	SNHG19
SNORD60	SLC9A3R2
SNORD60	RN7SL219P
SNORD60	ZNF598
SNORD60	NPW
RAB26	SNHG19
RAB26	SLC9A3R2
RAB26	RN7SL219P
RAB26	ZNF598
RAB26	NPW
SNHG19	SLC9A3R2
SNHG19	RN7SL219P
SNHG19	ZNF598
SNHG19	NPW
SLC9A3R2	PKD1
SLC9A3R2	MIR3180-5
RN7SL219P	PKD1
RN7SL219P	MIR3180-5
ZNF598	PKD1
ZNF598	MIR3180-5
NPW	PKD1
NPW	MIR3180-5
SLC9A3R2	SNORD60
SLC9A3R2	RAB26
SLC9A3R2	SNHG19
RN7SL219P	SNORD60
RN7SL219P	RAB26
RN7SL219P	SNHG19
ZNF598	SNORD60
ZNF598	RAB26
ZNF598	SNHG19
NPW	SNORD60
NPW	RAB26
NPW	SNHG19
RPS2	SNORA78
RPS2	SNHG9
RPS2	SNORD60
RPS2	RAB26
RPS2	SNHG19
SNORA78	SNHG9
SNORA78	SNORD60
SNORA78	RAB26
SNORA78	SNHG19
SNHG9	SNORD60
SNHG9	RAB26
SNHG9	SNHG19
SLC9A3R2	TRAF7
RN7SL219P	TRAF7
ZNF598	TRAF7
NPW	TRAF7
RPS2	TRAF7
SNORA78	TRAF7
SNHG9	TRAF7
OR2C1	OR1F1
OR2C1	ZNF200
OR2C1	TIGD7
OR2C1	ZNF75A
TIGD7	ZNF75A
TIGD7	OR2C1
ZNF75A	OR2C1
ZNF200	OR2C1
OR1F1	OR2C1
OR2C1	NAA60
OR2C1	ZNF597
NAA60	ZNF597
SEC14L5	PPL
SEC14L5	CORO7
SEC14L5	PAM16
SEC14L5	CORO7-PAM16
PPL	CORO7
PPL	PAM16
PPL	CORO7-PAM16
CORO7	PAM16
CORO7	CORO7-PAM16
PAM16	CORO7-PAM16
TFAP4	CORO7
TFAP4	PAM16
TFAP4	CORO7-PAM16
RMI2	PRM3
RMI2	TNP2
PRM3	TNP2
ZNF688	ZNF785
ZNF688	SEPTIN1
ZNF785	SEPTIN1
ZNF688	SNORA80C
ZNF785	SNORA80C
ZNF688	SEPHS2
ZNF785	SEPHS2
YPEL3-DT	YPEL3
YPEL3-DT	TBX6
YPEL3-DT	ZNF688
YPEL3-DT	ZNF785
YPEL3	TBX6
YPEL3	ZNF688
YPEL3	ZNF785
TBX6	ZNF688
TBX6	ZNF785
ZNF689	ZNF688
ZNF689	ZNF785
SEPTIN1	ZNF688
SEPTIN1	ZNF785
SEPHS2	ZNF688
SEPHS2	ZNF785
PRR14	ZNF688
PRR14	ZNF785
SNORA80C	ZNF688
SNORA80C	ZNF785
ZNF688	ZNF689
ZNF785	ZNF689
TEPP	PSME3IP1
TEPP	RSPRY1
PSME3IP1	RSPRY1
CPNE2	CPNE2-DT
CPNE2	PSME3IP1
CPNE2	RSPRY1
CPNE2-DT	PSME3IP1
CPNE2-DT	RSPRY1
SLC7A6	RNU6-1262P
SLC7A6	SLC7A6OS
SLC7A6	PRMT7
RNU6-1262P	SLC7A6OS
RNU6-1262P	PRMT7
SLC7A6OS	PRMT7
SLC7A6	RNU4-30P
RNU6-1262P	RNU4-30P
COG8	NIP7
COG8	TMED6
COG8	PDF
NIP7	TMED6
NIP7	PDF
TMED6	PDF
WWP2	COG8
WWP2	NIP7
WWP2	TMED6
PDF	COG8
PDF	NIP7
PDF	TMED6
TIMM22	284444
TIMM22	GLOD4
TIMM22	MRM3
GLOD4	MRM3
NXN	GLOD4
NXN	MRM3
TIMM22	284516
GLOD4	NXN
MRM3	NXN
GLOD4	TIMM22
MRM3	TIMM22
VPS53	TIMM22
284444	TIMM22
284516	TIMM22
CRK	MYO1C
CRK	YWHAE
MYO1C	YWHAE
CRK	INPP5K
MYO1C	INPP5K
CRK	PITPNA-AS1
MYO1C	PITPNA-AS1
INPP5K	PITPNA-AS1
CRK	SLC43A2
MYO1C	SLC43A2
CRK	RPA1
CRK	SMYD4
MYO1C	RPA1
MYO1C	SMYD4
RPA1	SMYD4
AIPL1	NLRP1
NLRP1	AIPL1
AIPL1	ALOX15P1
AIPL1	MED31
AIPL1	C17orf100
AIPL1	MIR4520-1
AIPL1	MIR4520-2
ALOX15P1	MED31
ALOX15P1	C17orf100
ALOX15P1	MIR4520-1
ALOX15P1	MIR4520-2
MED31	C17orf100
MED31	MIR4520-1
MED31	MIR4520-2
C17orf100	MIR4520-1
C17orf100	MIR4520-2
MIR4520-1	MIR4520-2
TNFSF12-TNFSF13	TNFSF12
TNFSF12-TNFSF13	KCTD11
TNFSF12-TNFSF13	ACAP1
TNFSF12	KCTD11
TNFSF12	ACAP1
KCTD11	ACAP1
TNFSF12-TNFSF13	SPEM2
TNFSF12-TNFSF13	SPEM3
TNFSF12-TNFSF13	SPEM1
TNFSF12	SPEM2
TNFSF12	SPEM3
TNFSF12	SPEM1
SPEM2	SPEM3
SPEM2	SPEM1
SPEM3	SPEM1
TNFSF12-TNFSF13	FGF11
TNFSF12-TNFSF13	TMEM102
TNFSF12	FGF11
TNFSF12	TMEM102
FGF11	TMEM102
TNFSF12-TNFSF13	CHRNB1
TNFSF12	CHRNB1
FGF11	TNFSF12-TNFSF13
FGF11	TNFSF12
TMEM102	TNFSF12-TNFSF13
TMEM102	TNFSF12
TMEM256	TMEM256-PLSCR3
TMEM256	NLGN2
TMEM256	TNFSF12-TNFSF13
TMEM256	TNFSF12
TMEM256-PLSCR3	NLGN2
TMEM256-PLSCR3	TNFSF12-TNFSF13
TMEM256-PLSCR3	TNFSF12
NLGN2	TNFSF12-TNFSF13
NLGN2	TNFSF12
ZBTB4	POLR2A
ZBTB4	SLC35G6
ZBTB4	TNFSF12-TNFSF13
ZBTB4	TNFSF12
POLR2A	SLC35G6
POLR2A	TNFSF12-TNFSF13
POLR2A	TNFSF12
SLC35G6	TNFSF12-TNFSF13
SLC35G6	TNFSF12
SPEM2	TNFSF12-TNFSF13
SPEM2	TNFSF12
SPEM3	TNFSF12-TNFSF13
SPEM3	TNFSF12
SPEM1	TNFSF12-TNFSF13
SPEM1	TNFSF12
CHRNB1	TNFSF12-TNFSF13
CHRNB1	TNFSF12
KCTD11	TNFSF12-TNFSF13
KCTD11	TNFSF12
ACAP1	TNFSF12-TNFSF13
ACAP1	TNFSF12
NT5M	MPRIP
KRTAP9-7	297083
KRTAP9-7	297103
KRT10	KRT10-AS1
KRT10	KRT15
KRT10	KRT19
KRT10	MIR6510
KRT10-AS1	KRT15
KRT10-AS1	KRT19
KRT10-AS1	MIR6510
KRT15	KRT19
KRT15	MIR6510
KRT19	MIR6510
PLEKHH3	CCR10
PLEKHH3	CNTNAP1
PLEKHH3	PSMC3IP
CCR10	CNTNAP1
CCR10	PSMC3IP
CNTNAP1	PSMC3IP
PLEKHH3	TUBG1
PLEKHH3	RETREG3
CCR10	TUBG1
CCR10	RETREG3
CNTNAP1	TUBG1
CNTNAP1	RETREG3
TUBG1	RETREG3
CCDC200	TMEM106A
FAM117A	KAT7
FAM117A	SLC35B1
KAT7	SLC35B1
SLC35B1	FAM117A
SLC35B1	KAT7
NXPH3	FAM117A
NXPH3	KAT7
TRIM47	MIR4738
TRIM47	UNK
TRIM47	H3-3B
MIR4738	UNK
MIR4738	H3-3B
UNK	H3-3B
TRIM47	WBP2
TRIM47	TRIM65
TRIM47	306067
RNU6-24P	EXOC7
PIK3C3	MAPRE2
INO80C	MAPRE2
PSTPIP2	RNY4P37
PSTPIP2	EPG5
RNY4P37	EPG5
NDUFS7	RPS15
NDUFS7	DAZAP1
NOP56	SNORD86
NOP56	MIR1292
NOP56	SNORA51
NOP56	SNORD110
NOP56	SNORD56
NOP56	RPS15
NOP56	DAZAP1
SNORD86	MIR1292
SNORD86	SNORA51
SNORD86	SNORD110
SNORD86	SNORD56
SNORD86	RPS15
SNORD86	DAZAP1
MIR1292	SNORA51
MIR1292	SNORD110
MIR1292	SNORD56
MIR1292	RPS15
MIR1292	DAZAP1
SNORA51	SNORD110
SNORA51	SNORD56
SNORA51	RPS15
SNORA51	DAZAP1
SNORD110	SNORD56
SNORD110	RPS15
SNORD110	DAZAP1
SNORD56	RPS15
SNORD56	DAZAP1
MARVELD1	RPS15
MARVELD1	DAZAP1
DAZAP1	GAMT
DAZAP1	RPS15
GAMT	RPS15
APC2	RPS15
APC2	DAZAP1
POU5F1	RPS15
POU5F1	DAZAP1
EFNA2	RPS15P9
EFNA2	RPS15
EFNA2	DAZAP1
RPS15P9	RPS15
RPS15P9	DAZAP1
RPS15	APC2
DAZAP1	APC2
CELF5	TLE6
MLLT1	RFX2
SLC44A2	ATG4D
S1PR5	ATG4D
ATG4D	KRI1
