Molm13	WT	Combo	1	1	14599
Molm13	WT	Combo	2	1	11657
Molm13	WT	Combo	3	1	10703
Molm13	WT	Combo	1	2	4578
Molm13	WT	Combo	2	2	6268
Molm13	WT	Combo	3	2	6801
Molm13	WT	Combo	1	3	4383
Molm13	WT	Combo	2	3	3496
Molm13	WT	Combo	3	3	4105
Molm13	WT	FCCP	1	1	117373
Molm13	WT	FCCP	2	1	119965
Molm13	WT	FCCP	3	1	118647
Molm13	WT	FCCP	1	2	51346
Molm13	WT	FCCP	2	2	60922
Molm13	WT	FCCP	3	2	63718
Molm13	WT	FCCP	1	3	85644
Molm13	WT	FCCP	2	3	84993
Molm13	WT	FCCP	3	3	85764
Molm13	WT	Iodo	1	1	69077
Molm13	WT	Iodo	2	1	61884
Molm13	WT	Iodo	3	1	58074
Molm13	WT	Iodo	1	2	45587
Molm13	WT	Iodo	2	2	91511
Molm13	WT	Iodo	3	2	51141
Molm13	WT	Iodo	1	3	62016
Molm13	WT	Iodo	2	3	59528
Molm13	WT	Iodo	3	3	60366
Molm13	WT	OAA	1	1	93421
Molm13	WT	OAA	2	1	91866
Molm13	WT	OAA	3	1	89788
Molm13	WT	OAA	1	2	65880
Molm13	WT	OAA	2	2	8971
Molm13	WT	OAA	3	2	73188
Molm13	WT	OAA	1	3	80986
Molm13	WT	OAA	2	3	84313
Molm13	WT	OAA	3	3	83782
Molm13	WT	PBS	1	1	98412
Molm13	WT	PBS	2	1	99175
Molm13	WT	PBS	3	1	95651
Molm13	WT	PBS	1	2	92714
Molm13	WT	PBS	2	2	102398
Molm13	WT	PBS	3	2	105418
Molm13	WT	PBS	1	3	97031
Molm13	WT	PBS	2	3	98953
Molm13	WT	PBS	3	3	97689
K562	WT	Combo	1	1	24059
K562	WT	Combo	2	1	21420
K562	WT	Combo	3	1	21251
K562	WT	Combo	1	2	13277
K562	WT	Combo	2	2	14165
K562	WT	Combo	3	2	16056
K562	WT	Combo	1	3	11609
K562	WT	Combo	2	3	11251
K562	WT	Combo	3	3	12825
K562	WT	FCCP	1	1	220617
K562	WT	FCCP	2	1	219086
K562	WT	FCCP	3	1	233853
K562	WT	FCCP	1	2	249748
K562	WT	FCCP	2	2	256934
K562	WT	FCCP	3	2	248834
K562	WT	FCCP	1	3	145451
K562	WT	FCCP	2	3	140587
K562	WT	FCCP	3	3	137147
K562	WT	Iodo	1	1	140596
K562	WT	Iodo	2	1	142983
K562	WT	Iodo	3	1	145898
K562	WT	Iodo	1	2	124800
K562	WT	Iodo	2	2	121657
K562	WT	Iodo	3	2	132528
K562	WT	Iodo	1	3	74799
K562	WT	Iodo	2	3	71032
K562	WT	Iodo	3	3	73847
K562	WT	OAA	1	1	208743
K562	WT	OAA	2	1	211115
K562	WT	OAA	3	1	211203
K562	WT	OAA	1	2	244171
K562	WT	OAA	2	2	240576
K562	WT	OAA	3	2	239317
K562	WT	OAA	1	3	134089
K562	WT	OAA	2	3	133513
K562	WT	OAA	3	3	132878
K562	WT	PBS	1	1	197697
K562	WT	PBS	2	1	207214
K562	WT	PBS	3	1	209564
K562	WT	PBS	1	2	253136
K562	WT	PBS	2	2	244282
K562	WT	PBS	3	2	241911
K562	WT	PBS	1	3	144259
K562	WT	PBS	2	3	142171
K562	WT	PBS	3	3	139472
Molm13	IDH2	Combo	1	1	8316
Molm13	IDH2	Combo	2	1	8768
Molm13	IDH2	Combo	3	1	8201
Molm13	IDH2	Combo	1	2	5218
Molm13	IDH2	Combo	2	2	5215
Molm13	IDH2	Combo	3	2	4718
Molm13	IDH2	Combo	1	3	4772
Molm13	IDH2	Combo	2	3	4926
Molm13	IDH2	Combo	3	3	4947
Molm13	IDH2	FCCP	1	1	80043
Molm13	IDH2	FCCP	2	1	78573
Molm13	IDH2	FCCP	3	1	76748
Molm13	IDH2	FCCP	1	2	43716
Molm13	IDH2	FCCP	2	2	43635
Molm13	IDH2	FCCP	3	2	42823
Molm13	IDH2	FCCP	1	3	69516
Molm13	IDH2	FCCP	2	3	67723
Molm13	IDH2	FCCP	3	3	53159
Molm13	IDH2	Iodo	1	1	48144
Molm13	IDH2	Iodo	2	1	48308
Molm13	IDH2	Iodo	3	1	46467
Molm13	IDH2	Iodo	1	2	26723
Molm13	IDH2	Iodo	2	2	27044
Molm13	IDH2	Iodo	3	2	26888
Molm13	IDH2	Iodo	1	3	36297
Molm13	IDH2	Iodo	2	3	35703
Molm13	IDH2	Iodo	3	3	36321
Molm13	IDH2	OAA	1	1	69322
Molm13	IDH2	OAA	2	1	71698
Molm13	IDH2	OAA	3	1	72290
Molm13	IDH2	OAA	1	2	47264
Molm13	IDH2	OAA	2	2	47224
Molm13	IDH2	OAA	3	2	47741
Molm13	IDH2	OAA	1	3	65099
Molm13	IDH2	OAA	2	3	67983
Molm13	IDH2	OAA	3	3	68747
Molm13	IDH2	PBS	1	1	69278
Molm13	IDH2	PBS	2	1	72392
Molm13	IDH2	PBS	3	1	71865
Molm13	IDH2	PBS	1	2	51025
Molm13	IDH2	PBS	2	2	51370
Molm13	IDH2	PBS	3	2	51019
Molm13	IDH2	PBS	1	3	67997
Molm13	IDH2	PBS	2	3	69204
Molm13	IDH2	PBS	3	3	69696
K562	IDH2	Combo	1	1	19715
K562	IDH2	Combo	2	1	25872
K562	IDH2	Combo	3	1	28802
K562	IDH2	Combo	1	2	11975
K562	IDH2	Combo	2	2	13510
K562	IDH2	Combo	3	2	12101
K562	IDH2	Combo	1	3	9954
K562	IDH2	Combo	2	3	10041
K562	IDH2	Combo	3	3	13744
K562	IDH2	FCCP	1	1	211462
K562	IDH2	FCCP	2	1	216234
K562	IDH2	FCCP	3	1	225050
K562	IDH2	FCCP	1	2	160848
K562	IDH2	FCCP	2	2	160876
K562	IDH2	FCCP	3	2	154885
K562	IDH2	FCCP	1	3	165410
K562	IDH2	FCCP	2	3	174211
K562	IDH2	FCCP	3	3	169708
K562	IDH2	Iodo	1	1	146533
K562	IDH2	Iodo	2	1	176242
K562	IDH2	Iodo	3	1	158457
K562	IDH2	Iodo	1	2	89117
K562	IDH2	Iodo	2	2	86932
K562	IDH2	Iodo	3	2	87742
K562	IDH2	Iodo	1	3	100524
K562	IDH2	Iodo	2	3	97213
K562	IDH2	Iodo	3	3	92943
K562	IDH2	OAA	1	1	197447
K562	IDH2	OAA	2	1	194115
K562	IDH2	OAA	3	1	201346
K562	IDH2	OAA	1	2	153890
K562	IDH2	OAA	2	2	148117
K562	IDH2	OAA	3	2	148717
K562	IDH2	OAA	1	3	174694
K562	IDH2	OAA	2	3	168394
K562	IDH2	OAA	3	3	161746
K562	IDH2	PBS	1	1	203717
K562	IDH2	PBS	2	1	201570
K562	IDH2	PBS	3	1	206531
K562	IDH2	PBS	1	2	150046
K562	IDH2	PBS	2	2	150949
K562	IDH2	PBS	3	2	142681
K562	IDH2	PBS	1	3	184786
K562	IDH2	PBS	2	3	184158
K562	IDH2	PBS	3	3	175597
Molm13	IDH1	Combo	1	1	9251
Molm13	IDH1	Combo	2	1	6024
Molm13	IDH1	Combo	3	1	7200
Molm13	IDH1	Combo	1	2	2376
Molm13	IDH1	Combo	2	2	2595
Molm13	IDH1	Combo	3	2	2719
Molm13	IDH1	Combo	1	3	2383
Molm13	IDH1	Combo	2	3	2510
Molm13	IDH1	Combo	3	3	2855
Molm13	IDH1	FCCP	1	1	85992
Molm13	IDH1	FCCP	2	1	85134
Molm13	IDH1	FCCP	3	1	78789
Molm13	IDH1	FCCP	1	2	34013
Molm13	IDH1	FCCP	2	2	34220
Molm13	IDH1	FCCP	3	2	35451
Molm13	IDH1	FCCP	1	3	50374
Molm13	IDH1	FCCP	2	3	50345
Molm13	IDH1	FCCP	3	3	49187
Molm13	IDH1	Iodo	1	1	41334
Molm13	IDH1	Iodo	2	1	40896
Molm13	IDH1	Iodo	3	1	40431
Molm13	IDH1	Iodo	1	2	19986
Molm13	IDH1	Iodo	2	2	19213
Molm13	IDH1	Iodo	3	2	20224
Molm13	IDH1	Iodo	1	3	24897
Molm13	IDH1	Iodo	2	3	25566
Molm13	IDH1	Iodo	3	3	27001
Molm13	IDH1	OAA	1	1	58612
Molm13	IDH1	OAA	2	1	60845
Molm13	IDH1	OAA	3	1	60505
Molm13	IDH1	OAA	1	2	38589
Molm13	IDH1	OAA	2	2	39712
Molm13	IDH1	OAA	3	2	38340
Molm13	IDH1	OAA	1	3	44180
Molm13	IDH1	OAA	2	3	44842
Molm13	IDH1	OAA	3	3	45108
Molm13	IDH1	PBS	1	1	70618
Molm13	IDH1	PBS	2	1	69867
Molm13	IDH1	PBS	3	1	69946
Molm13	IDH1	PBS	1	2	58840
Molm13	IDH1	PBS	2	2	59411
Molm13	IDH1	PBS	3	2	49256
Molm13	IDH1	PBS	1	3	59940
Molm13	IDH1	PBS	2	3	57578
Molm13	IDH1	PBS	3	3	58420
K562	IDH1	Combo	1	1	25235
K562	IDH1	Combo	2	1	28185
K562	IDH1	Combo	3	1	24045
K562	IDH1	Combo	1	2	11093
K562	IDH1	Combo	2	2	14089
K562	IDH1	Combo	3	2	12220
K562	IDH1	Combo	1	3	14147
K562	IDH1	Combo	2	3	14702
K562	IDH1	Combo	3	3	13709
K562	IDH1	FCCP	1	1	219305
K562	IDH1	FCCP	2	1	222073
K562	IDH1	FCCP	3	1	226405
K562	IDH1	FCCP	1	2	215674
K562	IDH1	FCCP	2	2	206902
K562	IDH1	FCCP	3	2	197399
K562	IDH1	FCCP	1	3	183561
K562	IDH1	FCCP	2	3	198177
K562	IDH1	FCCP	3	3	184793
K562	IDH1	Iodo	1	1	134849
K562	IDH1	Iodo	2	1	129107
K562	IDH1	Iodo	3	1	139786
K562	IDH1	Iodo	1	2	106919
K562	IDH1	Iodo	2	2	107699
K562	IDH1	Iodo	3	2	103128
K562	IDH1	Iodo	1	3	88094
K562	IDH1	Iodo	2	3	85847
K562	IDH1	Iodo	3	3	87183
K562	IDH1	OAA	1	1	222383
K562	IDH1	OAA	2	1	217488
K562	IDH1	OAA	3	1	223284
K562	IDH1	OAA	1	2	171205
K562	IDH1	OAA	2	2	155350
K562	IDH1	OAA	3	2	152901
K562	IDH1	OAA	1	3	190674
K562	IDH1	OAA	2	3	185815
K562	IDH1	OAA	3	3	184760
K562	IDH1	PBS	1	1	235260
K562	IDH1	PBS	2	1	231916
K562	IDH1	PBS	3	1	227118
K562	IDH1	PBS	1	2	162522
K562	IDH1	PBS	2	2	150616
K562	IDH1	PBS	3	2	136500
K562	IDH1	PBS	1	3	202499
K562	IDH1	PBS	2	3	199617
K562	IDH1	PBS	3	3	192773
