name	pvalue	mean.diff
MAR00057	0.0375035077	 0.0442998302
MAR00095	0.0027326333	 0.0334434245
MAR00156	0.0409348860	 0.0085055556
MAR00167	0.0451873826	 0.0067675950
MAR00180	0.0409348860	 0.0085055556
MAR00583	0.0165670248	 0.0064822985
MAR00611	0.0207139782	 0.0091063376
MAR00617	0.0409710647	 0.0077536066
MAR00624	0.0300177519	 0.0085487858
MAR00625	0.0003904412	 0.0041148915
MAR00639	0.0204158222	 0.0091036927
MAR00650	0.0094998363	 0.0084995101
MAR00661	0.0317754596	 0.0032900198
MAR00730	0.0003677855	 0.0041235715
MAR00736	0.0003904412	 0.0041148915
MAR00763	0.0003677855	 0.0041235715
MAR00771	0.0003677855	 0.0041235715
MAR01045	0.0179158512	 0.0013441198
MAR01339	0.0153979033	 0.0035631008
MAR01369	0.0494808743	 0.0013000513
MAR01581	0.0118003057	 0.0080951872
MAR01584	0.0141210966	 0.0080950200
MAR01585	0.0118000653	 0.0080952281
MAR01975	0.0396442413	-0.0153919760
MAR02341	0.0396442413	-0.0153919760
MAR02358	0.0283482194	-0.0543213838
MAR02591	0.0327541783	 0.0428976072
MAR02778	0.0375035077	 0.0442998302
MAR02780	0.0375035077	 0.0442998302
MAR03030	0.0244120669	 0.0132102483
MAR03035	0.0434612409	 0.0142695563
MAR03037	0.0434612409	 0.0142695563
MAR03043	0.0244687731	 0.0038907613
MAR03106	0.0244120669	 0.0132102483
MAR03273	0.0481702294	 0.0201588425
MAR03769	0.0272290968	 0.0789798192
MAR03770	0.0272290968	 0.0789798192
MAR03796	0.0241648475	 0.0456731965
MAR03797	0.0241648475	 0.0456731965
MAR03818	0.0492819655	 0.0360778066
MAR03819	0.0492819655	 0.0360778066
MAR03838	0.0265458176	 0.2554699538
MAR03925	0.0327567911	 0.0513387573
MAR03995	0.0353130365	-0.0071146949
MAR04118	0.0353130365	-0.0071146949
MAR04165	0.0442642450	 0.1384174074
MAR04166	0.0442642450	 0.1384174074
MAR04167	0.0442642450	 0.1384174074
MAR04353	0.0244687731	 0.0038907613
MAR04409	0.0179158512	 0.0013441198
MAR04457	0.0204158222	 0.0091036927
MAR04460	0.0241648475	 0.0456731965
MAR04476	0.0079779809	 0.0026590883
MAR04523	0.0327567911	 0.0513387573
MAR04531	0.0220364184	 0.0164924059
MAR04532	0.0220364184	 0.0164924059
MAR04533	0.0220364184	 0.0164924059
MAR04534	0.0214558320	 0.0165138291
MAR04535	0.0220318420	 0.0250746184
MAR04536	0.0220318420	 0.0250746184
MAR04572	0.0450043130	 0.0543990681
MAR04583	0.0265806864	 0.0085340330
MAR04637	0.0293727267	 0.0256878870
MAR04769	0.0071266115	 0.0068604210
MAR04813	0.0311021315	 0.0164272870
MAR04837	0.0333547585	-0.0141753551
MAR04859	0.0204158222	 0.0091036927
MAR04886	0.0397521738	 0.0072596392
MAR04889	0.0267590393	 0.0079103204
MAR04899	0.0204158222	 0.0091036927
MAR04915	0.0237149852	 0.0132320617
MAR04918	0.0204158222	 0.0091036927
MAR04936	0.0311021315	 0.0164272870
MAR04941	0.0003677855	 0.0041235715
MAR04998	0.0302003794	 0.0165363690
MAR05023	0.0185341789	-0.0299140396
MAR05304	0.0328223990	 0.0251098261
MAR05333	0.0400372467	-0.1450111713
MAR05353	0.0303777088	 0.0169029661
MAR05354	0.0003677855	 0.0041235715
MAR05362	0.0434612409	 0.0142695563
MAR05422	0.0220318420	 0.0250746184
MAR05423	0.0220318420	 0.0250746184
MAR05424	0.0220318420	 0.0250746184
MAR05427	0.0311021315	 0.0164272870
MAR05434	0.0397521738	 0.0072596392
MAR05992	0.0350292558	-0.0239428419
MAR06328	0.0450043130	 0.0543990681
MAR06350	0.0311021315	 0.0164272870
MAR06380	0.0374080107	 0.0275369894
MAR06456	0.0220443756	 0.0028269754
MAR06459	0.0220443756	 0.0028269754
MAR06460	0.0220444341	 0.0028269734
MAR06513	0.0493280874	 0.0360650683
MAR06537	0.0330218654	 0.0067992773
MAR06612	0.0293727267	 0.0256878870
MAR06769	0.0311021315	 0.0164272870
MAR06807	0.0310063471	 0.0059137722
MAR06991	0.0092893283	 0.0074085294
MAR07640	0.0140114977	 0.0025047325
MAR07641	0.0140114977	 0.0025047325
MAR07743	0.0494808743	 0.0013000513
MAR07766	0.0265118955	 0.0065567639
MAR07768	0.0265118955	 0.0065567639
MAR07793	0.0494808743	 0.0013000513
MAR07795	0.0477156501	 0.0196351750
MAR07804	0.0240363491	 0.0893396040
MAR07806	0.0240363491	 0.0893396040
MAR07808	0.0240363491	 0.0893396040
MAR07809	0.0140114977	 0.0025047325
MAR07810	0.0240363491	 0.0893396040
MAR07812	0.0240363491	 0.0893396040
MAR07814	0.0240363491	 0.0893396040
MAR07818	0.0240363491	 0.0893396040
MAR07820	0.0240363491	 0.0893396040
MAR07822	0.0240363491	 0.0893396040
MAR07824	0.0240363491	 0.0893396040
MAR07830	0.0326305828	 0.0642558059
MAR07835	0.0326305828	 0.0642558059
MAR07836	0.0450043130	 0.0543990681
MAR07837	0.0326305828	 0.0642558059
MAR07838	0.0326305828	 0.0642558059
MAR07839	0.0326305828	 0.0642558059
MAR07840	0.0326305828	 0.0642558059
MAR07841	0.0450043130	 0.0543990681
MAR07842	0.0326305828	 0.0642558059
MAR07843	0.0326305828	 0.0642558059
MAR07844	0.0326305828	 0.0642558059
MAR07847	0.0326305828	 0.0642558059
MAR07848	0.0326305828	 0.0642558059
MAR07849	0.0326305828	 0.0642558059
MAR07850	0.0326305828	 0.0642558059
MAR07851	0.0450043130	 0.0543990681
MAR07852	0.0326305828	 0.0642558059
MAR07853	0.0326305828	 0.0642558059
MAR07854	0.0450043130	 0.0543990681
MAR07855	0.0477156501	 0.0196351750
MAR07877	0.0431954238	 0.0186757572
MAR07878	0.0431954238	 0.0186757572
MAR07881	0.0477156501	 0.0196351750
MAR07886	0.0450043130	 0.0543990681
MAR07890	0.0450043130	 0.0543990681
MAR07893	0.0477156501	 0.0196351750
MAR08344	0.0330218654	 0.0067992773
MAR08351	0.0330218654	 0.0067992773
MAR08377	0.0220318420	 0.0250746184
MAR08386	0.0490823749	 0.0158504316
MAR08481	0.0303777088	 0.0169029661
MAR08482	0.0283482194	-0.0543213838
MAR08610	0.0492819655	 0.0360778066
MAR08611	0.0265458176	 0.2554699538
MAR08682	0.0353130365	-0.0071146949
MAR08726	0.0285057383	 0.0023408224
MAR08886	0.0330218654	 0.0067992773
MAR08903	0.0424610587	 0.0116346271
MAR08909	0.0431954238	 0.0186757572
MAR09030	0.0317737876	 0.0070896200
MAR09075	0.0465578610	 0.0006376309
MAR09097	0.0140114977	 0.0025047325
MAR09180	0.0092893283	 0.0074085294
MAR09185	0.0285057383	 0.0023408224
MAR09349	0.0424610587	 0.0116346271
MAR09389	0.0181824963	 0.0063799729
MAR09426	0.0333547585	-0.0141753551
MAR09458	0.0285057383	 0.0023408224
MAR09526	0.0092893283	 0.0074085294
MAR09533	0.0321074536	 0.0045354033
MAR09808	0.0236359765	 0.0082273846
MAR09809	0.0408102646	 0.0098883849
MAR09811	0.0451199872	 0.0078747324
MAR09815	0.0408102646	 0.0098883849
MAR09839	0.0093215957	 0.0050580532
MAR09868	0.0093215957	 0.0050580532
MAR09927	0.0364288493	 0.0068592740
MAR09930	0.0464589539	 0.0050161715
MAR09979	0.0026541329	 0.0051003754
MAR09980	0.0243523161	-0.0026594066
MAR09985	0.0092893283	 0.0074085294
MAR09990	0.0092893283	 0.0074085294
MAR09991	0.0092893283	 0.0074085294
MAR10001	0.0265154003	 0.0044521093
MAR10179	0.0179158512	 0.0013441198
MAR10200	0.0265154003	 0.0044521093
MAR10240	0.0265154003	 0.0044521093
MAR10321	0.0265154003	 0.0044521093
MAR10339	0.0265154003	 0.0044521093
MAR10379	0.0452103147	 0.0029745685
MAR10399	0.0265154003	 0.0044521093
MAR10400	0.0265154003	 0.0044521093
MAR10434	0.0331991791	 0.0059969810
MAR10437	0.0452103147	 0.0029745685
MAR10442	0.0331991791	 0.0059969810
MAR10474	0.0464589539	 0.0050161715
MAR11304	0.0481702294	 0.0201588425
MAR11307	0.0092893283	 0.0074085294
MAR11318	0.0092077004	 0.0135514567
MAR11320	0.0092684500	 0.0139522166
MAR11337	0.0182176599	 0.0088956353
MAR11349	0.0364288493	 0.0068592740
MAR11393	0.0079779809	 0.0026590883
MAR11404	0.0317737876	 0.0070896200
MAR11433	0.0331911772	 0.0112281368
MAR11646	0.0243523161	-0.0026594066
MAR11844	0.0092893283	 0.0074085294
MAR11905	0.0220445613	 0.0028269706
MAR11906	0.0220443756	 0.0028269754
MAR11928	0.0071266115	 0.0068604210
MAR11929	0.0071266115	 0.0068604210
MAR11943	0.0079779809	 0.0026590883
MAR11944	0.0153979033	 0.0035631008
MAR11945	0.0153979033	 0.0035631008
MAR12031	0.0310063471	 0.0059137722
MAR12032	0.0310063471	 0.0059137722
MAR12088	0.0092893283	 0.0074085294
MAR12128	0.0153979033	 0.0035631008
MAR12133	0.0188006231	 0.0084348717
MAR12372	0.0490555358	 0.0085767153
MAR12432	0.0384379932	 0.0114183461
MAR12440	0.0471933476	 0.0114639750
MAR12441	0.0471933476	 0.0114639750
MAR12534	0.0267700703	 0.0053634310
MAR12538	0.0267700703	 0.0053634310
MAR12542	0.0267700703	 0.0053634310
MAR12622	0.0471933476	 0.0114639750
MAR12654	0.0267700703	 0.0053634310
MAR12674	0.0384379932	 0.0114183461
MAR12675	0.0424374093	 0.0128955205
MAR12705	0.0406248144	 0.0046276146
MAR12706	0.0406248144	 0.0046276146
MAR12753	0.0384379932	 0.0114183461
MAR12754	0.0384379932	 0.0114183461
MAR12756	0.0424374093	 0.0128955205
MAR12806	0.0069554733	 0.0081042393
MAR12807	0.0069554733	 0.0081042393
MAR12896	0.0490555358	 0.0085767153
MAR12898	0.0490555358	 0.0085767153
MAR12940	0.0267700703	 0.0053634310
MAR13016	0.0424374093	 0.0128955205
MAR13052	0.0331991791	 0.0059969810
MAR13054	0.0488210459	 0.0107621416
